date,channel,campaign,impression,clicks,spend,attributed_revenue,ctr,cpc,roas
2025-06-01,tiktok,tiktok - retargeting - c03,135579,1921,762.93,1996.67,0.014168860959293105,0.3971525247267048,2.617107729411611
2025-06-01,tiktok,tiktok - retargeting - c07,133921,2210,889.02,2959.92,0.016502266261452646,0.4022714932126697,3.3294189107106704
2025-06-01,tiktok,tiktok - retargeting - c10,242642,4039,1428.71,4504.09,0.016645922799845038,0.3537286457043823,3.1525572019514105
2025-06-01,tiktok,tiktok - spark ads - c04,111879,1446,1091.93,2392.45,0.012924677553428257,0.7551383125864454,2.191028728947826
2025-06-01,tiktok,tiktok - spark ads - c05,90704,1214,824.49,2306.16,0.013384194743340978,0.6791515650741351,2.7970745551795653
2025-06-01,tiktok,tiktok - spark ads - c06,162430,2794,701.1,2310.87,0.017201255925629502,0.25093056549749465,3.296063329054343
2025-06-01,tiktok,tiktok - spark ads - c08,260192,3882,2193.47,5937.08,0.014919751568072808,0.5650360638845955,2.706706724960907
2025-06-01,tiktok,tiktok - spark ads - c09,88331,1550,804.23,2539.95,0.0175476333337107,0.518858064516129,3.1582383149099136
2025-06-02,facebook,facebook - asc - c01,88685,1422,990.18,2627.67,0.016034278626599764,0.6963291139240506,2.653729624916682
2025-06-02,facebook,facebook - asc - c05,108975,1278,1279.61,3125.21,0.011727460426703373,1.0012597809076682,2.4423144551855644
2025-06-02,facebook,facebook - asc - c06,160579,2361,2050.3,6142.59,0.014703043361834362,0.8684032189750107,2.995946934594937
2025-06-02,facebook,facebook - asc - c07,195010,2716,2272.31,5536.37,0.013927490897902671,0.8366384388807069,2.43645013224428
2025-06-02,facebook,facebook - asc - c10,279893,3435,2253.38,4967.82,0.012272547009035595,0.6560058224163028,2.20460818858781
2025-06-02,facebook,facebook - prospecting - c02,231483,3039,2860.19,6029.9,0.013128393877736162,0.9411615663047055,2.1082165870099536
2025-06-02,facebook,facebook - prospecting - c03,90751,1139,684.11,1748.25,0.01255082588621613,0.6006233538191396,2.555510078788499
2025-06-02,facebook,facebook - prospecting - c04,210481,3395,1406.88,4127.46,0.01612972192264385,0.41439764359351994,2.9337683384510402
2025-06-02,facebook,facebook - prospecting - c08,246320,3824,2547.68,7522.84,0.015524520948359858,0.6662343096234309,2.952819820385606
2025-06-02,facebook,facebook - prospecting - c09,263067,3334,3448.96,9446.02,0.012673577453652492,1.034481103779244,2.7388024215995546
2025-06-02,google,google - display - c01,173885,8437,829.83,2262.39,0.04852057394254824,0.0983560507289321,2.726329489172481
2025-06-02,google,google - display - c07,134911,5809,999.54,3793.8,0.043058016025379696,0.1720674814942331,3.7955459511375236
2025-06-02,google,google - display - c08,289697,11940,1110.58,3005.25,0.041215476860305765,0.09301340033500836,2.7060184768319258
2025-06-02,google,google - display - c09,409949,16939,2449.24,8686.11,0.04131977392309775,0.14459177047051183,3.546451144028352
2025-06-02,google,google - non-branded search - c02,148416,6236,949.63,3419.32,0.04201703320396723,0.15228191148171905,3.600686583195561
2025-06-02,google,google - non-branded search - c03,217504,10087,1360.0,3875.88,0.04637615859938208,0.1348270050560127,2.8499117647058823
2025-06-02,google,google - non-branded search - c04,210549,9374,1339.64,4227.8,0.04452170278652475,0.1429101770855558,3.155922486638201
2025-06-02,google,google - non-branded search - c05,327150,15497,2507.16,7836.59,0.04736970808497631,0.16178357101374458,3.125684040906843
2025-06-02,google,google - non-branded search - c06,146109,557,827.56,1443.43,0.003812222381920347,1.4857450628366247,1.7441998163275172
2025-06-02,google,google - non-branded search - c10,373097,18370,2154.47,6264.58,0.04923652562202323,0.11728198149156231,2.9077128017563485
2025-06-02,tiktok,tiktok - retargeting - c01,132674,2333,646.84,2085.55,0.01758445513062092,0.2772567509644235,3.2242130975202525
2025-06-02,tiktok,tiktok - retargeting - c02,123288,1780,1052.06,2859.7,0.014437739277139705,0.5910449438202247,2.7181909777008917
2025-06-02,tiktok,tiktok - retargeting - c03,158699,2080,1084.98,2418.69,0.013106572820244614,0.521625,2.229248465409501
2025-06-02,tiktok,tiktok - retargeting - c07,161398,2388,941.47,3005.72,0.014795722375741954,0.394250418760469,3.1925818135468997
2025-06-02,tiktok,tiktok - retargeting - c10,189566,3026,1835.89,5283.0,0.015962778135319624,0.6067052214144085,2.877623387022098
2025-06-02,tiktok,tiktok - spark ads - c04,169480,2176,973.63,2425.59,0.012839273070568799,0.4474402573529412,2.491285190472767
2025-06-02,tiktok,tiktok - spark ads - c05,208953,2618,1934.15,5142.51,0.012529133345776322,0.7387891520244462,2.658795853475687
2025-06-02,tiktok,tiktok - spark ads - c06,140179,2069,611.96,2007.53,0.014759700097732186,0.2957757370710488,3.2804921890319627
2025-06-02,tiktok,tiktok - spark ads - c08,191779,3238,1865.34,5340.38,0.016884017541023782,0.5760778258184064,2.8629525984539015
2025-06-02,tiktok,tiktok - spark ads - c09,123680,2087,840.23,2679.73,0.016874191461837,0.4026018207954001,3.1892815062542397
2025-06-03,facebook,facebook - asc - c01,136907,2189,1204.86,3460.55,0.01598895600663224,0.550415714938328,2.8721594210115704
2025-06-03,facebook,facebook - asc - c05,155466,1826,1439.3,3249.56,0.01174533338479153,0.7882256297918948,2.257736399638713
2025-06-03,facebook,facebook - asc - c06,249325,4009,2904.24,9737.03,0.016079414418931116,0.7244300324270391,3.3526946808803686
2025-06-03,facebook,facebook - asc - c07,192064,2675,1741.88,4195.07,0.013927649116961012,0.651170093457944,2.408357636576572
2025-06-03,facebook,facebook - asc - c10,148707,1712,1883.57,4584.65,0.011512571701399396,1.100216121495327,2.4340215654316006
2025-06-03,facebook,facebook - prospecting - c02,150918,1935,1514.71,3730.26,0.012821532222796486,0.7827958656330749,2.4626892276409347
2025-06-03,facebook,facebook - prospecting - c03,182790,2375,1716.68,4221.97,0.012993052136331309,0.7228126315789474,2.4593808980124425
2025-06-03,facebook,facebook - prospecting - c04,120603,1639,1283.19,3639.41,0.013590043365422088,0.7829103111653447,2.8362206688019698
2025-06-03,facebook,facebook - prospecting - c08,292176,4504,2973.13,9193.42,0.015415366080718472,0.6601087921847247,3.0921688590811702
2025-06-03,facebook,facebook - prospecting - c09,134058,1726,1526.4,3303.74,0.012875024243238001,0.8843568945538819,2.164399895178197
2025-06-03,google,google - display - c01,274751,12731,2957.68,8746.0,0.046336501050041674,0.23232110596182545,2.9570474155419113
2025-06-03,google,google - display - c07,154165,7466,1102.77,3418.03,0.04842863166088282,0.1477055987141709,3.0994949082764314
2025-06-03,google,google - display - c08,123033,6085,631.42,2050.8,0.04945827542204124,0.10376663927691043,3.2479173925437905
2025-06-03,google,google - display - c09,419810,19671,3597.1,13582.96,0.046856911459946166,0.1828630979614661,3.7760862917350084
2025-06-03,google,google - non-branded search - c02,156376,6536,1052.76,2814.33,0.04179669514503504,0.16107099143206854,2.673287358942209
2025-06-03,google,google - non-branded search - c03,287813,13492,1928.37,6241.83,0.04687766014738737,0.1429269196560925,3.2368425146626425
2025-06-03,google,google - non-branded search - c04,161945,8005,745.02,2197.9,0.04943036215999259,0.09306933166770769,2.950122144371963
2025-06-03,google,google - non-branded search - c05,158272,6782,818.81,2536.4,0.04285028305701577,0.12073282217634915,3.0976661252305178
2025-06-03,google,google - non-branded search - c06,191132,720,2057.5,2785.2,0.0037670301153129773,2.857638888888889,1.353681652490887
2025-06-03,google,google - non-branded search - c10,303097,13593,2012.17,7020.78,0.04484702916887993,0.14802986831457368,3.489158470705755
2025-06-03,tiktok,tiktok - retargeting - c01,161747,2554,1771.0,4633.6,0.015790091933698926,0.6934220830070478,2.616374929418408
2025-06-03,tiktok,tiktok - retargeting - c02,111064,1765,547.13,1697.17,0.015891738096953108,0.30998866855524077,3.101950176374902
2025-06-03,tiktok,tiktok - retargeting - c03,117637,1390,731.19,1787.66,0.01181601026887799,0.5260359712230216,2.4448638520767516
2025-06-03,tiktok,tiktok - retargeting - c07,131103,2038,1094.16,3154.5,0.015545029480637362,0.5368792934249265,2.883033559991226
2025-06-03,tiktok,tiktok - retargeting - c10,216695,3734,2418.52,7967.62,0.017231592791711853,0.6477021960364221,3.294419727767395
2025-06-03,tiktok,tiktok - spark ads - c04,168533,2389,1455.89,3015.03,0.014175265378293866,0.6094139807450817,2.070918819416302
2025-06-03,tiktok,tiktok - spark ads - c05,525575,7248,3429.36,7829.41,0.013790610283974694,0.47314569536423845,2.283052814519327
2025-06-03,tiktok,tiktok - spark ads - c06,138669,2278,1432.61,4387.25,0.016427608189285275,0.6288893766461808,3.062417545598593
2025-06-03,tiktok,tiktok - spark ads - c08,74147,1176,525.42,1443.26,0.01586038545052396,0.44678571428571423,2.746869171329603
2025-06-03,tiktok,tiktok - spark ads - c09,253930,3749,2735.8,8060.2,0.014763911314141693,0.7297412643371566,2.946194897287813
2025-06-04,facebook,facebook - asc - c01,168633,2278,2535.25,6341.69,0.01350862523942526,1.112928007023705,2.5014061729612465
2025-06-04,facebook,facebook - asc - c05,138243,1753,1674.64,4497.26,0.01268056972143255,0.9552994865944097,2.685508527205847
2025-06-04,facebook,facebook - asc - c06,206832,2860,1948.07,4987.45,0.013827647559371858,0.6811433566433566,2.560200608807692
2025-06-04,facebook,facebook - asc - c07,128394,2057,1627.57,4586.05,0.01602099786594389,0.7912348079727759,2.817728269751839
2025-06-04,facebook,facebook - asc - c10,216804,2473,2387.3,6428.36,0.011406616114093836,0.9653457339264052,2.6927323754869517
2025-06-04,facebook,facebook - prospecting - c02,216997,2465,1300.35,3177.86,0.011359604049825573,0.527525354969574,2.443849732764256
2025-06-04,facebook,facebook - prospecting - c03,130749,1430,1590.98,4146.03,0.010936986133737161,1.1125734265734266,2.6059598486467457
2025-06-04,facebook,facebook - prospecting - c04,327220,4686,1870.24,4746.81,0.014320640547643787,0.3991122492530943,2.53807532723073
2025-06-04,facebook,facebook - prospecting - c08,246163,4006,2042.97,5752.58,0.01627376981918485,0.5099775336994509,2.8157926939700535
2025-06-04,facebook,facebook - prospecting - c09,297374,3725,3717.38,8950.23,0.012526313665619725,0.9979543624161075,2.407671532100565
2025-06-04,google,google - display - c01,115625,4777,696.53,2544.21,0.04131459459459459,0.14580908519991626,3.652692633483124
2025-06-04,google,google - display - c07,230326,10298,1350.04,4373.15,0.04471054071186058,0.13109730044668869,3.2392743918698703
2025-06-04,google,google - display - c08,302398,14869,857.47,2281.08,0.04917029874536207,0.05766830318111507,2.6602446732830303
2025-06-04,google,google - display - c09,212051,10298,954.01,3259.49,0.04856378889984013,0.09264031850844824,3.416620370855651
2025-06-04,google,google - non-branded search - c02,189638,8535,736.95,2498.68,0.04500680243411131,0.0863444639718805,3.3905692380758525
2025-06-04,google,google - non-branded search - c03,253442,12066,1252.74,4530.61,0.04760852581655763,0.10382396817503729,3.616560499385347
2025-06-04,google,google - non-branded search - c04,254529,11844,1471.59,4989.6,0.04653300802659029,0.12424772036474163,3.390618310806679
2025-06-04,google,google - non-branded search - c05,299967,13611,2127.09,7726.87,0.04537499124903739,0.15627727573286312,3.6326013473806933
2025-06-04,google,google - non-branded search - c06,183602,784,766.05,1209.12,0.004270105990130827,0.9771045918367346,1.5783826121010378
2025-06-04,google,google - non-branded search - c10,265400,12174,2131.77,7153.3,0.04587038432554635,0.1751084277969443,3.3555683774516014
2025-06-04,tiktok,tiktok - retargeting - c01,186313,3183,1579.44,4051.2,0.017084154084792795,0.4962111215834119,2.56495973256344
2025-06-04,tiktok,tiktok - retargeting - c02,127163,2035,1012.36,3059.51,0.01600308265769131,0.49747420147420146,3.022156149986171
2025-06-04,tiktok,tiktok - retargeting - c03,208498,2727,2378.57,5524.87,0.013079262151195694,0.8722295562889623,2.3227695632249628
2025-06-04,tiktok,tiktok - retargeting - c07,246206,4280,2178.55,6155.2,0.017383816803814692,0.5090070093457945,2.825365495398315
2025-06-04,tiktok,tiktok - retargeting - c10,147225,2479,776.09,2196.22,0.01683817286466293,0.3130657523194837,2.8298522078624897
2025-06-04,tiktok,tiktok - spark ads - c04,117159,1579,1393.28,3986.25,0.013477411039698187,0.8823812539582013,2.861054490124024
2025-06-04,tiktok,tiktok - spark ads - c05,67975,868,315.56,848.27,0.012769400514895182,0.3635483870967742,2.688141716313855
2025-06-04,tiktok,tiktok - spark ads - c06,201737,3522,1595.05,5245.47,0.01745837402162221,0.45288188529244744,3.2885928340804367
2025-06-04,tiktok,tiktok - spark ads - c08,205400,3019,1657.06,5059.94,0.014698149951314509,0.5488771116263663,3.053564747202877
2025-06-04,tiktok,tiktok - spark ads - c09,171767,2761,900.02,2887.36,0.016074100380166156,0.3259760956175299,3.2081064865225217
2025-06-05,facebook,facebook - asc - c01,269120,4427,2197.12,6647.5,0.016449910820451843,0.49629997741133947,3.0255516312263326
2025-06-05,facebook,facebook - asc - c05,145056,1863,1398.27,3322.26,0.012843315684976837,0.7505475040257649,2.3759788881975585
2025-06-05,facebook,facebook - asc - c06,108293,1765,970.74,2808.21,0.016298375702954022,0.5499943342776205,2.8928549354100994
2025-06-05,facebook,facebook - asc - c07,174466,2689,1730.55,5298.85,0.015412745176710648,0.6435663815544812,3.061945624223513
2025-06-05,facebook,facebook - asc - c10,178113,2197,2588.68,7144.4,0.012334866068170207,1.1782794720072827,2.759862169136394
2025-06-05,facebook,facebook - prospecting - c02,279706,3530,3024.43,7335.99,0.01262039427112754,0.8567790368271955,2.425577712163945
2025-06-05,facebook,facebook - prospecting - c03,89736,1017,1049.94,2557.92,0.011333244182936615,1.0323893805309734,2.4362535002000114
2025-06-05,facebook,facebook - prospecting - c04,148634,2083,990.29,2515.52,0.014014290135500625,0.4754152664426308,2.540185198275253
2025-06-05,facebook,facebook - prospecting - c08,246015,3965,3064.95,7118.4,0.016116903440847104,0.7730012610340479,2.322517496207116
2025-06-05,facebook,facebook - prospecting - c09,189732,2313,2862.84,6466.6,0.012190879767250648,1.2377172503242542,2.258805940953738
2025-06-05,google,google - display - c01,154640,6560,876.86,2924.64,0.04242110708742887,0.13366768292682926,3.3353557010241084
2025-06-05,google,google - display - c07,195997,8131,959.17,2626.39,0.041485328857074344,0.11796458000245971,2.7381903103725094
2025-06-05,google,google - display - c08,400172,17941,2506.46,9315.17,0.0448332217146627,0.1397057020232986,3.7164646553306255
2025-06-05,google,google - display - c09,165456,8187,1237.69,3995.41,0.0494814331302582,0.15117747648711372,3.2281185110972856
2025-06-05,google,google - non-branded search - c02,271783,12564,1839.84,5580.94,0.0462280569424872,0.14643744030563513,3.0333833376815376
2025-06-05,google,google - non-branded search - c03,191048,7898,1924.83,5344.26,0.04134039613081529,0.24371106609268167,2.7764841570424403
2025-06-05,google,google - non-branded search - c04,190912,8570,976.95,2763.02,0.04488979215554811,0.11399649941656943,2.8282102461743177
2025-06-05,google,google - non-branded search - c05,194856,7940,647.75,1787.7,0.04074803957794474,0.08158060453400504,2.7598610575067544
2025-06-05,google,google - non-branded search - c06,105164,386,622.59,974.11,0.003670457571031912,1.6129274611398965,1.564609132816139
2025-06-05,google,google - non-branded search - c10,190259,8217,1655.03,5274.03,0.04318849568220163,0.2014153584033102,3.186667311166565
2025-06-05,tiktok,tiktok - retargeting - c01,191670,3195,1426.79,3631.85,0.016669275316951008,0.4465696400625978,2.545469200092515
2025-06-05,tiktok,tiktok - retargeting - c02,163970,2481,1830.04,6167.08,0.015130816612795023,0.7376219266424828,3.3699154116849903
2025-06-05,tiktok,tiktok - retargeting - c03,50914,621,466.56,1096.5,0.01219703814275052,0.751304347826087,2.3501800411522633
2025-06-05,tiktok,tiktok - retargeting - c07,164191,2462,1203.02,3681.49,0.01499473174534536,0.4886352558895207,3.0602068128543163
2025-06-05,tiktok,tiktok - retargeting - c10,138645,2126,1448.03,4464.16,0.01533412672653179,0.6811053621825024,3.082919552771697
2025-06-05,tiktok,tiktok - spark ads - c04,127678,1565,687.94,1794.74,0.012257397515625245,0.4395782747603834,2.6088612378986538
2025-06-05,tiktok,tiktok - spark ads - c05,116070,1642,965.98,2071.98,0.01414663565090032,0.5882947624847746,2.1449512412265266
2025-06-05,tiktok,tiktok - spark ads - c06,145200,2317,567.12,1662.16,0.015957300275482093,0.2447647820457488,2.930878826350684
2025-06-05,tiktok,tiktok - spark ads - c08,141853,2145,1292.56,3684.51,0.015121287530048712,0.6025920745920745,2.8505523921520086
2025-06-05,tiktok,tiktok - spark ads - c09,392582,6117,4370.52,13175.64,0.015581458141229094,0.7144874938695439,3.014661870898657
2025-06-06,facebook,facebook - asc - c01,199471,3130,1483.14,4831.43,0.01569150402815447,0.47384664536741217,3.2575684021737663
2025-06-06,facebook,facebook - asc - c05,120747,1417,1323.31,3665.96,0.011735281207814688,0.9338814396612561,2.7702956979090314
2025-06-06,facebook,facebook - asc - c06,195389,2863,1407.7,3665.91,0.014652820783155654,0.4916870415647922,2.6041841301413653
2025-06-06,facebook,facebook - asc - c07,222228,3400,1699.18,4345.24,0.01529960221034253,0.4997588235294118,2.5572570298614625
2025-06-06,facebook,facebook - asc - c10,234910,2676,3168.17,8487.64,0.011391596781746201,1.1839200298953663,2.6790355315529153
2025-06-06,facebook,facebook - prospecting - c02,145510,1832,1874.03,4503.86,0.01259019998625524,1.0229421397379912,2.403301974888342
2025-06-06,facebook,facebook - prospecting - c03,199543,2269,2174.42,4686.96,0.011370982695459124,0.9583164389598943,2.1554989376477405
2025-06-06,facebook,facebook - prospecting - c04,174132,2376,2045.26,5006.29,0.013644821170146785,0.8607996632996633,2.447752364002621
2025-06-06,facebook,facebook - prospecting - c08,314809,4349,4171.31,10367.15,0.013814725754346287,0.959142331570476,2.485346330049792
2025-06-06,facebook,facebook - prospecting - c09,299396,3360,3677.26,10130.48,0.01122259482424615,1.0944226190476192,2.75489902808069
2025-06-06,google,google - display - c01,230938,10020,1279.25,3372.14,0.0433882687128147,0.12766966067864272,2.636028923197186
2025-06-06,google,google - display - c07,156240,6674,1050.65,3086.58,0.042716333845366106,0.15742433323344324,2.937781373435492
2025-06-06,google,google - display - c08,177978,7430,531.52,1593.7,0.04174673274224904,0.07153701211305517,2.998381998795906
2025-06-06,google,google - display - c09,261100,12011,1037.28,2808.48,0.04600153198008426,0.0863608359004246,2.7075428042572884
2025-06-06,google,google - non-branded search - c02,194497,8922,683.32,2220.15,0.045872172835570726,0.07658820892176643,3.2490633963589532
2025-06-06,google,google - non-branded search - c03,260124,12536,2519.29,8142.27,0.04819240054743122,0.20096442246330568,3.2319701185651515
2025-06-06,google,google - non-branded search - c04,291050,12508,2978.54,9853.43,0.04297543377426559,0.23813079629037415,3.3081409012469196
2025-06-06,google,google - non-branded search - c05,323522,13348,1779.07,5218.98,0.04125839973788491,0.13328363799820198,2.9335439302556954
2025-06-06,google,google - non-branded search - c06,250606,929,2042.06,3090.09,0.003707014197585054,2.1981270182992465,1.5132219425482112
2025-06-06,google,google - non-branded search - c10,243496,10059,2125.66,7025.2,0.04131074021749844,0.2113192166219306,3.3049499920024843
2025-06-06,tiktok,tiktok - retargeting - c01,165379,2447,1316.57,4378.71,0.014796316340043173,0.5380343277482632,3.325846707732973
2025-06-06,tiktok,tiktok - retargeting - c02,123657,1995,669.66,1825.98,0.016133336568087533,0.3356691729323308,2.726726995788908
2025-06-06,tiktok,tiktok - retargeting - c03,186679,2406,1600.29,3640.18,0.012888434157028911,0.6651246882793017,2.2747002105868313
2025-06-06,tiktok,tiktok - retargeting - c07,108084,1661,1165.8,3463.13,0.015367676991969208,0.7018663455749549,2.9706038771658947
2025-06-06,tiktok,tiktok - retargeting - c10,93402,1543,1121.1,3144.42,0.01651998886533479,0.7265716137394685,2.804763179020605
2025-06-06,tiktok,tiktok - spark ads - c04,225995,2938,1125.97,3131.37,0.013000287616982676,0.38324370319945544,2.781042123680027
2025-06-06,tiktok,tiktok - spark ads - c05,140830,1955,1553.96,4362.06,0.01388198537243485,0.7948644501278772,2.8070606708023376
2025-06-06,tiktok,tiktok - spark ads - c06,152432,2606,1593.23,3983.54,0.017096147790490186,0.6113699155794321,2.5002918599323385
2025-06-06,tiktok,tiktok - spark ads - c08,131060,2245,1065.77,3670.88,0.017129558980619564,0.4747305122494432,3.4443454028542746
2025-06-06,tiktok,tiktok - spark ads - c09,136118,2313,1537.49,5054.09,0.01699260935364904,0.6647168179853005,3.287234388516348
2025-06-07,facebook,facebook - asc - c01,199427,2815,1933.81,4657.49,0.01411544073771355,0.6869662522202487,2.4084527435477114
2025-06-07,facebook,facebook - asc - c05,130892,1517,1442.82,3420.35,0.011589707545151729,0.9511008569545154,2.370600629323131
2025-06-07,facebook,facebook - asc - c06,138624,1907,1284.07,4231.31,0.013756636657433057,0.6733455689564761,3.295233125919927
2025-06-07,facebook,facebook - asc - c07,376898,5133,4167.77,13160.23,0.013619069350328205,0.811955971166959,3.157619062472257
2025-06-07,facebook,facebook - asc - c10,152612,1713,1115.91,2757.24,0.011224543286242235,0.6514360770577934,2.470844422937333
2025-06-07,facebook,facebook - prospecting - c02,263274,3065,1865.18,3750.58,0.011641863609775368,0.608541598694943,2.010840776761492
2025-06-07,facebook,facebook - prospecting - c03,202376,2615,1315.49,2893.17,0.012921492667114677,0.5030554493307839,2.1993097629020366
2025-06-07,facebook,facebook - prospecting - c04,242452,3980,1890.11,4969.03,0.016415620411462887,0.47490201005025123,2.628963393664919
2025-06-07,facebook,facebook - prospecting - c08,338076,5488,3632.76,9882.01,0.016233036358688578,0.6619460641399417,2.720248516279633
2025-06-07,facebook,facebook - prospecting - c09,93099,1042,795.6,2234.26,0.011192386599211592,0.763531669865643,2.8082704876822526
2025-06-07,google,google - display - c01,168557,8096,968.79,2669.72,0.04803122979170251,0.11966279644268775,2.755726215175631
2025-06-07,google,google - display - c07,296490,12869,2268.63,7348.09,0.04340449930857702,0.17628642474162717,3.238998867157712
2025-06-07,google,google - display - c08,206955,8921,1915.92,5545.09,0.043105989224710685,0.21476516085640623,2.894217921416343
2025-06-07,google,google - display - c09,214783,10609,1028.42,3343.89,0.04939403956551496,0.09693844848713357,3.2514828571984205
2025-06-07,google,google - non-branded search - c02,171801,7314,1041.04,3528.34,0.04257251121937591,0.1423352474706043,3.389245370014601
2025-06-07,google,google - non-branded search - c03,140481,6396,573.49,1994.69,0.04552928865825272,0.08966385240775485,3.478160037664127
2025-06-07,google,google - non-branded search - c04,367235,15267,1336.7,4792.54,0.04157283483328114,0.08755485688085413,3.585351986234757
2025-06-07,google,google - non-branded search - c05,279003,13567,2374.4,8002.77,0.04862671727544148,0.17501289894597186,3.370438847708895
2025-06-07,google,google - non-branded search - c06,436008,1682,2903.29,4761.76,0.0038577273811489696,1.7260939357907252,1.6401255127803287
2025-06-07,google,google - non-branded search - c10,193782,8484,792.05,2824.69,0.043781156144533546,0.09335808580858085,3.5663026324095704
2025-06-07,tiktok,tiktok - retargeting - c01,90676,1335,1105.49,3293.84,0.014722749128766156,0.8280823970037453,2.979529439434097
2025-06-07,tiktok,tiktok - retargeting - c02,147842,2209,802.03,2702.93,0.014941626871930845,0.36307378904481663,3.370110843734025
2025-06-07,tiktok,tiktok - retargeting - c03,91148,1295,770.41,2221.2,0.014207662263571334,0.5949111969111969,2.883140146155943
2025-06-07,tiktok,tiktok - retargeting - c07,143352,2207,1048.41,3230.86,0.015395669401194263,0.4750385138196647,3.0816760618460335
2025-06-07,tiktok,tiktok - retargeting - c10,87643,1283,845.71,2492.73,0.014638932943874581,0.659166017147311,2.9474997339513545
2025-06-07,tiktok,tiktok - spark ads - c04,132713,1703,1353.53,3539.95,0.012832201818962724,0.794791544333529,2.615346538310935
2025-06-07,tiktok,tiktok - spark ads - c05,102035,1218,916.11,2218.29,0.011937080413583575,0.7521428571428571,2.421423191538134
2025-06-07,tiktok,tiktok - spark ads - c06,122743,1973,1268.84,3841.54,0.016074236412667118,0.6431018753167764,3.027600012609943
2025-06-07,tiktok,tiktok - spark ads - c08,170324,2692,754.24,2077.7,0.015805171320542027,0.2801783060921248,2.754693466270683
2025-06-07,tiktok,tiktok - spark ads - c09,154517,2600,1260.74,3866.57,0.01682662749082625,0.4849,3.066905150943097
2025-06-08,facebook,facebook - asc - c01,156132,2542,1633.47,5040.63,0.016281095483308996,0.6425924468922108,3.085841796910871
2025-06-08,facebook,facebook - asc - c05,143265,1806,1791.07,4455.57,0.012606009841901371,0.9917331118493908,2.487658215480132
2025-06-08,facebook,facebook - asc - c06,244007,3492,2636.91,6861.95,0.014311064846500306,0.7551288659793814,2.60226932280586
2025-06-08,facebook,facebook - asc - c07,84677,1169,963.61,2936.0,0.013805401702941767,0.8243028229255774,3.046875810753313
2025-06-08,facebook,facebook - asc - c10,310551,4052,2256.16,5054.56,0.013047776371674862,0.5568015794669299,2.240337564711723
2025-06-08,facebook,facebook - prospecting - c02,401221,5148,3319.15,8666.68,0.012830833879582575,0.6447455322455322,2.611114291309522
2025-06-08,facebook,facebook - prospecting - c03,208512,2640,2031.71,5613.6,0.012661141804788214,0.7695871212121213,2.76299274994955
2025-06-08,facebook,facebook - prospecting - c04,167165,2614,1369.76,3527.95,0.015637244638530792,0.524009181331293,2.575597184908305
2025-06-08,facebook,facebook - prospecting - c08,276513,4116,2132.6,5212.96,0.014885376094433174,0.5181243926141885,2.4444152677482887
2025-06-08,facebook,facebook - prospecting - c09,167100,2135,1463.54,3686.0,0.012776780371035308,0.6854988290398126,2.518550910805308
2025-06-08,google,google - display - c01,228340,10923,1011.6,3675.99,0.04783655951651047,0.09261191980225213,3.6338374851720046
2025-06-08,google,google - display - c07,253596,10737,1452.69,4922.82,0.042338995883215824,0.1352975691533948,3.3887615389381076
2025-06-08,google,google - display - c08,480699,22789,4334.03,12771.43,0.04740804536726725,0.19018078897713808,2.9467793254776735
2025-06-08,google,google - display - c09,226184,10496,1499.9,4006.22,0.046404697060800054,0.14290205792682928,2.670991399426628
2025-06-08,google,google - non-branded search - c02,107520,4886,707.17,2042.91,0.04544270833333333,0.1447339336880884,2.8888527511065236
2025-06-08,google,google - non-branded search - c03,352255,15535,1707.27,5977.27,0.0441015741437311,0.1098982941744448,3.5010689580441294
2025-06-08,google,google - non-branded search - c04,159514,6807,808.88,2503.68,0.042673370362476024,0.11883061554282356,3.0952428048659875
2025-06-08,google,google - non-branded search - c05,296238,12267,1385.89,3715.76,0.04140927227431997,0.11297709301377681,2.6811363095195144
2025-06-08,google,google - non-branded search - c06,157482,646,1204.79,1894.72,0.004102056107999645,1.865,1.5726558155363175
2025-06-08,google,google - non-branded search - c10,420012,17769,1816.5,6799.6,0.042305934116168106,0.1022286003714334,3.743242499311864
2025-06-08,tiktok,tiktok - retargeting - c01,206586,3608,946.9,2446.98,0.017464881453728712,0.26244456762749446,2.584201077199282
2025-06-08,tiktok,tiktok - retargeting - c02,176737,2695,894.87,2894.1,0.015248646293645361,0.3320482374768089,3.234101042609541
2025-06-08,tiktok,tiktok - retargeting - c03,81711,1054,666.87,1600.23,0.012899120069513284,0.6327039848197343,2.39961311799901
2025-06-08,tiktok,tiktok - retargeting - c07,153090,2622,1159.99,3383.24,0.01712718009014305,0.44240655987795574,2.9166113500978454
2025-06-08,tiktok,tiktok - retargeting - c10,274647,4325,1954.94,6117.7,0.01574748677393163,0.4520092485549133,3.129354353586299
2025-06-08,tiktok,tiktok - spark ads - c04,187983,2497,1165.42,2795.62,0.0132831160264492,0.4667280736884261,2.3988090130596693
2025-06-08,tiktok,tiktok - spark ads - c05,150378,1812,577.72,1552.12,0.012049634920001596,0.3188300220750552,2.6866302014816865
2025-06-08,tiktok,tiktok - spark ads - c06,106182,1562,704.14,2042.1,0.014710591248987588,0.45079385403329064,2.9001334961797367
2025-06-08,tiktok,tiktok - spark ads - c08,139569,2234,1508.74,4598.42,0.016006419763701107,0.6753536257833482,3.047854501106884
2025-06-08,tiktok,tiktok - spark ads - c09,165180,2473,1411.94,4349.06,0.014971546192032933,0.5709421754953498,3.0802017082878876
